sample_id,original_text,reference_summary,generated_summary,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f,bleu
1203,据省工商局有关负责人介绍，海南计划在三亚、海口等7个市县共16个景点、景区，建立旅游市场动态监控点，安装高清视频探头，对市场秩序进行实时监控、预警。这些设备将在春节前安装、调试完毕，在黄金周期间投入使用。,海南将在景点购物点安装高清视频探头加强监管,这些设备将在春节前安装、调试完毕，在黄金周期间投入使用。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02878787818101127
1204,3月13日24点开始，延安路隧道北孔浦东往浦西方向将正式封闭维修，一直持续到明年1月。市公安局交警总队今天公布了施工期间交通组织方案，详解怎么开车怎么绕行，此外有13条公交线路10改2缩1停。,转发延安路隧道将大修施工期间怎么开车？怎么坐公交？,市公安局交警总队今天公布了施工期间交通组织方案，详解怎么开车怎么绕行，此外有13条公交线路10改2缩1停。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01907612921592804
1205,刘恒威是海口市交警支队龙华大队四中队的一名协警，每天清晨7点30分，正是海口市龙昆南路上的行车高峰期，在这片拥挤之中，穿着制服的刘恒威十分显眼，不过，更加吸引人们眼球的还是他指挥交通的姿势，严肃而优美。,高清纪实：海口“最帅协警在马路上的小年,刘恒威是海口市交警支队龙华大队四中队的一名协警，每天清晨7点30分，正是海口市龙昆南路上的行车高峰期，在这片拥挤之中，穿着制服的刘恒威十分显眼，不过，更加吸引人们眼球的还是他指挥交通的姿势，严肃而优美。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004143018973828455
1206,儋州又为市民和游客推出一个赏樱花、秀浪漫的好去处——“樱花之海”。“樱花之海”位于儋州市郊兰洋路，从中兴大道进入兰洋路不到3千米路程，目前，园区内近1000株樱花许多已经含苞待放，预计2月14日情人节就会有部分樱花绽放。,儋州推出“樱花之海”千年古郡邀您情人节赏花,“樱花之海”位于儋州市郊兰洋路，从中兴大道进入兰洋路不到3千米路程，目前，园区内近1000株樱花许多已经含苞待放，预计2月14日情人节就会有部分樱花绽放。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059045285474061515
1207,上海市疾控中心监测显示，上海成人女性总超重率已达26%，总肥胖率为9%。45岁以后是女性癌症的多发期，超重或肥胖增加患乳腺癌等癌症风险。疾控专家建议，45岁以后控制体重的关键时期，建议提前10岁重视预防。,26%上海成年女性体重超重乳腺癌风险增加,疾控专家建议，45岁以后控制体重的关键时期，建议提前10岁重视预防。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010802314890908065
1208,为警示交通违法行为，2月11日，海南交警总队发布海南春运期间最易导致交通事故的四类交通违法行为：酒驾、无证驾驶、超载、超速。小编提醒，春节期间大家出行要注意安全！,酒驾、无证、超载、超速交警列春运“四大杀手”,小编提醒，春节期间大家出行要注意安全！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,在今天下午政协分组讨论中，谈到提案办理工作时，全国政协委员郁钧剑说到去年提的一个关于办好“百花迎春”晚会的提案。“这提案最后又转到我手上了！因为我是中国文联演义中心主任。”说得大家都笑了。,#2015全国两会#郁钧剑批提案办理:兜了一圈又回我手里了,“这提案最后又转到我手上了！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013411327816072226
1210,2月10日，由三亚多部门组成的联合执法组继续对崖州古越文化旅游区、印象冰雕等吉阳区的旅游购物点进行突击检查，发现崖州古越文化旅游区存在虚假宣传、消防安全不合格、涉嫌商业贿赂等诸多问题，印象冰雕、自游客栈已自行停业。,三亚崖州古越景区支付导游百万佣金涉嫌商业贿赂,2月10日，由三亚多部门组成的联合执法组继续对崖州古越文化旅游区、印象冰雕等吉阳区的旅游购物点进行突击检查，发现崖州古越文化旅游区存在虚假宣传、消防安全不合格、涉嫌商业贿赂等诸多问题，印象冰雕、自游客栈已自行停业。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019803483846782308
1211,“实行指标到校后，孩子作业多了起来，这种方式让竞争变得激烈，孩子压力大了不少。”记者就家长的问题采访列席人大会议的省教育厅厅长曹献坤。她表示，这种方法是一种试行方法，目前还没有看海口的汇报资料，不便回应。,海南省教育厅厅长：小升初指标到校是否继续要看试行情况,她表示，这种方法是一种试行方法，目前还没有看海口的汇报资料，不便回应。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010331208012220438
1212,近日，一则“海口出现百人团伙偷小孩盗器官”的信息在微信朋友圈中被大量转载传播，造成了群众的恐慌，该信息已被海口警方证实为谣言。2月11日，记者从海口警方了解到，造谣传谣者王某已被海口警方抓获并依法予以行政拘留。,文昌一男子微信造谣百人团伙海口偷小孩被警方拘留,近日，一则“海口出现百人团伙偷小孩盗器官”的信息在微信朋友圈中被大量转载传播，造成了群众的恐慌，该信息已被海口警方证实为谣言。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03246518844707061
1213,#聚焦2015海南“两会”#“虽然职能部门已积极采取行动为农民工讨薪，归根结底，农民工和职能部门在恶意欠薪事件中相对仍处于被动。”海南省人大代表胡雪冰说，加强执法的同时，应出台有关地方性法规，提供更有力的法律保障。,海南人大代表建议：欠薪是否可列入竣工验收审查范围,”海南省人大代表胡雪冰说，加强执法的同时，应出台有关地方性法规，提供更有力的法律保障。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007913247271422612
1214,元宵快到了，给你家小囡做兔子灯了吗？在上海城隍庙，卖了十多年兔子灯的陈师傅做一个兔子灯，需要4小时，“这是最传统的东西，我想把它坚持下去”，这是用机器做灯不可能体会到的快乐。新民网L新民晚报新民网：元宵节,视频：元宵将至探访上海城隍庙兔子灯手工艺人,元宵快到了，给你家小囡做兔子灯了吗？,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036362270465000714
1215,“2014年中国技能大赛·海南省第二届家政服务技能大赛”新闻发布会暨启动仪式在海口举行。本次大赛于11月至12月期间进行，本次大赛于11月至12月期间进行。最高奖励30000元。更多,家政大赛开幕最高奖励3万元,最高奖励30000元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07616306180370792
1216,日前，海南省旅游委发布并实施了《旅游市场违法违规经营行为举报奖励办法(试行)》，主要通过“惩恶”与“扬善”两个途径规范旅游市场。该办法明确了举报的范围、途径、奖励的条件和程序等，最高奖励额度达5万元。,海南：举报旅游市场乱象最高奖励额度达5万元,该办法明确了举报的范围、途径、奖励的条件和程序等，最高奖励额度达5万元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20144990145560465
1217,在黑田东彦的带领下，日本央行于2013年4月启动国内史无前例的超级QQE，旨在解决困扰日本多年的通缩难题，但截至今年9月，日本的核心CPI通胀率仅有1%，远低于日本央行预定明年实现的2%通胀目标，这已引起日本国内从经济学家到议员的多方指责,日本央行：QQE直到实现通胀目标,在黑田东彦的带领下，日本央行于2013年4月启动国内史无前例的超级QQE，旨在解决困扰日本多年的通缩难题，但截至今年9月，日本的核心CPI通胀率仅有1%，远低于日本央行预定明年实现的2%通胀目标，这已引起日本国内从经济学家到议员的多方指责,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007111844449884442
1218,11月21日16时30分许，疑因消费起纠纷，一中年女子在海口市得胜沙某服装批发市场买衣服时，使用随身携带的剪刀，将一服装店老板娘刺伤，该女子被店员、市民及赶来的民警制服。警方现已介入调查。,海口女子疑消费起纠纷拿剪刀刺伤老板,警方现已介入调查。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,迄今为止的安倍经济学是建立在金融和财政政策基础之上的。虽然安倍经济学的第一支箭“大胆的货币宽松政策”和第二支箭“机动灵活的财政政策”取得了一定的成果，但第三支箭“唤起民间投资的成长战略”却几乎未能见效..,安倍的新“三支箭”射向何方？,虽然安倍经济学的第一支箭“大胆的货币宽松政策”和第二支箭“机动灵活的财政政策”取得了一定的成果，但第三支箭“唤起民间投资的成长战略”却几乎未能见效..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006409912521492096
1220,腊月里来打年货。海口购物有三个特点：一是免税、二是保税、三是特色。海口汇集了全省的名产，特色旅游工艺品、纪念品琳琅满目，已推出海南四宝和海南八珍——砗磲、花梨、黎锦、沉香、咖啡、绿茶、椰子糖、胡椒，是购物必备之选。,到琼北过大年腊月打年货把福气带回家,海口购物有三个特点：一是免税、二是保税、三是特色。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,周一，布伦特原油一度下跌3.2%至66.8美元/桶，创下2009年以来新低。此后跌幅进一步扩大，截止美东时间11：50，美国原油期货价格大跌3.7%，布伦特原油价格大跌3.9%..,原油价格跌至五年来新低,周一，布伦特原油一度下跌3.2%至66.8美元/桶，创下2009年以来新低。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010182425646195498
1222,20日上午，符先生带团来到三亚兰花世界景区，在进行收费项目时，他向游客询问报名的人数。“人数确定后，没想到突然有几位游客表示不去了，这时我说了一句‘这不是玩我吗？’结果遭到了殴打。”对于自己遭遇殴打的事情，他希望能够低调解决。,三亚又现导游被打事件,”对于自己遭遇殴打的事情，他希望能够低调解决。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,美联储正以惊人的速度收缩其资产负债表规模。自8月触及4.07万亿美元的峰值后，美联储的基础货币已经减少了2592亿美元。超过一半的资产销售发生在10月底和11月底之间...,美联储加速收缩资产负债表,美联储正以惊人的速度收缩其资产负债表规模。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04740604259878138
1224,在这次海南金融和收藏两博览会上，要数亮眼的是近200年历史的海南黄花梨“闺秀床”，这张‘闺秀床’是古代海南大户人家为其千金打造的，其造型为明式风格，用料纯正，雕工精湛，花草及飞禽雕刻图案栩栩如生，堪称海南古典家具中不可多得的精品。,围观200年海南黄花梨“闺秀床”,在这次海南金融和收藏两博览会上，要数亮眼的是近200年历史的海南黄花梨“闺秀床”，这张‘闺秀床’是古代海南大户人家为其千金打造的，其造型为明式风格，用料纯正，雕工精湛，花草及飞禽雕刻图案栩栩如生，堪称海南古典家具中不可多得的精品。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07367927927215863
1225,记者从海口市环保局获悉，该局草拟了《海口市大气污染综合整治工作方案》，将从严格环境准入、加强综合治理、强化长效管理等三个方面，采取控车、降尘、禁烧、治企、增绿等五大措施整治大气污染。目前，方案已经上报海口市政府。,海口向大气污染宣战2017年淘汰全部“黄标车”,目前，方案已经上报海口市政府。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,省发展和改革委员会向省五届人大三次会议提交审议的《海南省2014年国民经济和社会发展计划执行情况与2015年国民经济和社会发展计划草案的报告》，明确今年我省将组织实施398个重点项目，年度计划投资1786亿元。,数读海南政府工作报告：398个重点项目怎么建？,省发展和改革委员会向省五届人大三次会议提交审议的《海南省2014年国民经济和社会发展计划执行情况与2015年国民经济和社会发展计划草案的报告》，明确今年我省将组织实施398个重点项目，年度计划投资1786亿元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01873214866001142
1227,全国人大常委会四次审议，出台了新环保法，被称为“史上最严的环保法”，这是“有牙齿”的环保法，对污染是“零容忍”，而且惩治措施也是非常严格的。但是光有严格的法律是不够的，过去也是有法律的，就是执行得不够。,#2015全国两会#傅莹：“史上最严”环保法是“有牙齿”的,但是光有严格的法律是不够的，过去也是有法律的，就是执行得不够。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012021577610863726
1228,据海外媒体报道，国际评级机构标准普尔近日发布报告，将意大利的长期和短期主权信用评级从BBB/A-2下调至BBB-/A-3，也就是比“垃圾级”评级仅高一个等级...,标普下调意大利主权评级,据海外媒体报道，国际评级机构标准普尔近日发布报告，将意大利的长期和短期主权信用评级从BBB/A-2下调至BBB-/A-3，也就是比“垃圾级”评级仅高一个等级...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005295924024539148
1229,11月21日，南海网记者从海口市公安局治安支队城市管理大队获悉，警方近日打掉两处制假证假章窝点，缴获各类假证100余种成品、3000余本半成品，各类成品和半成品假章约3万余枚，3嫌疑人已被警方刑事拘留。,海口假证窝点：2-3小时可造1枚真假难辨,11月21日，南海网记者从海口市公安局治安支队城市管理大队获悉，警方近日打掉两处制假证假章窝点，缴获各类假证100余种成品、3000余本半成品，各类成品和半成品假章约3万余枚，3嫌疑人已被警方刑事拘留。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004375436627586616
1230,尽管全球经济一片低迷，但美国经济增长依旧保持强劲。美国11月非农就业人数32.1万，远超23万的预期，创2012年1月以来新高。平均时薪环比增长0.4%，创去年6月以来最大涨幅...,美国11月非农就业大幅超预期创近三年新高,尽管全球经济一片低迷，但美国经济增长依旧保持强劲。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01428363257865929
1231,三季度，日本GDP环比萎缩0.5%，同比萎缩1.9%，双双低于预期.上月，华尔街见闻网站提到，日本央行行长黑田东彦今日召开新闻发布会称，日本央行将持续实施QQE直到实现2%通胀目标.,日本三季度GDP同比萎缩1.9%差于预期,三季度，日本GDP环比萎缩0.5%，同比萎缩1.9%，双双低于预期.上月，华尔街见闻网站提到，日本央行行长黑田东彦今日召开新闻发布会称，日本央行将持续实施QQE直到实现2%通胀目标.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024451704548346047
1232,为缓解就医难，上海第九人民医院“大搬家”了！下周一起，大部分门诊告别制造局路639号，搬入瞿溪路500号新门诊大楼，注意！口腔门诊也“整体迁出”！原来10号楼里，急诊、辅助生殖、激光美容、皮肤科等将“留守”。,看牙别跑错地了！上海九院大部分门诊下周搬瞿溪路！,为缓解就医难，上海第九人民医院“大搬家”了！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03342866121562732
1233,2014年10月27日，在三亚市群众巷发生一起故意杀人案。犯罪嫌疑人姓名叫耿世福，男，汉族。身高1.55米，身材微胖，在三亚市打零工。对提供有价值线索者，奖励拾万元。可联系黎警官13807520809史警官18189876731。,三亚警方奖励10万元征集杀人案线索,犯罪嫌疑人姓名叫耿世福，男，汉族。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,葛兰素史克总公司完全认同中国司法机关依法认定的事实和证据，服从中国司法机关的依法判决，并向中国患者、医生、医院和中国政府、全体中国人民深刻道歉，对于由此造成的损害，葛兰素史克总公司深感痛心和愧疚,葛兰素史克总公司向中国人民的致歉声明,葛兰素史克总公司完全认同中国司法机关依法认定的事实和证据，服从中国司法机关的依法判决，并向中国患者、医生、医院和中国政府、全体中国人民深刻道歉，对于由此造成的损害，葛兰素史克总公司深感痛心和愧疚,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02613937103443112
1235,为缓解就医难，上海第九人民医院“大搬家”了！下周一起，大部分门诊告别制造局路639号，搬入瞿溪路500号新门诊大楼，注意！口腔门诊也“整体迁出”！原来10号楼里，急诊、辅助生殖、激光美容、皮肤科等将“留守”。,看牙别跑错地了！上海九院大部分门诊下周搬瞿溪路！,为缓解就医难，上海第九人民医院“大搬家”了！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03342866121562732
1236,1日，浙江一名6岁的女孩遭遇家暴死亡。警方披露，真凶是已怀孕4个月的妈妈沈某。殴打过程断断续续有三四个小时，其间女孩说了些过激的话。“妈妈不好，要爸爸再找一个新妈妈…不要妈妈肚子里的弟弟。”沈某说这些话刺激了她。,怀孕女子打死6岁女儿，曾试图自杀,殴打过程断断续续有三四个小时，其间女孩说了些过激的话。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013217947626377298
1237,欧央行利率决议如预期一样按兵不动并重申宽松立场，同时表示明年初观察刺激措施效果后再决定是否实施QE，欧元获得喘息机会，贵金属波动不明显。市场焦点转向美国非农，美元要想进一步上涨可能需要非农数据有更强劲的表现,欧央行按兵不动非农前金银盘整,欧央行利率决议如预期一样按兵不动并重申宽松立场，同时表示明年初观察刺激措施效果后再决定是否实施QE，欧元获得喘息机会，贵金属波动不明显。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011729176379814873
1238,不少网友感叹“元宵节为何不放假？”今年，全国两会不少代表委员就提出建议，应将元宵节、重阳节、国家宪法日设立为法定假日，“这样能更好弘扬中华民族的民俗文化，丰富我们的精神文明和人文情怀”。你是支持呢还是支持呢？,代表委员建议元宵节重阳节放假，你支持吗？,不少网友感叹“元宵节为何不放假？,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025271148634948993
1239,12日（周五）当天不放假！！！2014年(第十五届)中国海南岛欢乐节将于12月12日至14日举行，主会场定址海口。节日期间，海口将举行“打折季”购物商场欢乐节促销、游乐场欢乐节优惠折上折等惠民活动。,今年海南欢乐节，不放假！,节日期间，海口将举行“打折季”购物商场欢乐节促销、游乐场欢乐节优惠折上折等惠民活动。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01772984226469502
1240,今天下午1时30分许，交大闵行校区环境学院一实验室发生硫化氢泄漏事件，一名供货单位业务员在更换气瓶过程中，气瓶内硫化氢气体发生泄漏导致其身亡。事故中无学生伤亡。目前，相关调查和善后工作正在进行。,上海交大闵行校区：实验室换瓶时硫化氢泄漏送货员身亡,目前，相关调查和善后工作正在进行。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,周四德拉基并没有承诺很快实施新措施，欧元一度上冲到1.2455的高位，但随后有传闻称欧银将在下一次的会议上准备QE方案令欧元高位回落，并最终小幅收高于1.2367.,欧银宽松扑朔迷离欧元遭遇惊魂一夜,周四德拉基并没有承诺很快实施新措施，欧元一度上冲到1.2455的高位，但随后有传闻称欧银将在下一次的会议上准备QE方案令欧元高位回落，并最终小幅收高于1.2367.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004753731294736233
1242,宝宝患上肾结石，家长疑与进口某品牌奶粉有关？10月15日，南海网相关报道引网友关注，海口食药监局西庙食药监所马上启动调查程序，联同消费者、厂家一起把同批产品送至海南省食品药品检测所检测，检查结果奶粉指标合格。,海口4个月大婴儿患肾结石并非奶粉惹的祸,宝宝患上肾结石，家长疑与进口某品牌奶粉有关？,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018476860420522198
1243,继11月22日当周首申人数意外超过30万人后，美国上周首申人数再次回落至30万人以下。　据华尔街见闻实时新闻：　美国11月29日当周季调后首申失业金人数29.7万人，预期29.5万人，前值31.3万人....,美国上周初请失业金人数略超预期,继11月22日当周首申人数意外超过30万人后，美国上周首申人数再次回落至30万人以下。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009849349468888718
1244,继增加充值网点、推行网上售卡等便民服务后，海南一卡通联合光大银行正式推出海口公交卡自助充值服务。记者今天了解到，从2月9日起光大银行海口分行大部分网点均能实现24小时自助充值公交卡服务啦!,海口公交卡实现24小时自助充值查询充值免手续费,记者今天了解到，从2月9日起光大银行海口分行大部分网点均能实现24小时自助充值公交卡服务啦!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15450079547146167
1245,求婚当晚汪峰别出心裁将戒指放在白色飞行器航模上，伴随着浪漫的音乐缓缓飞向子怡，亲友们将目光投向了飞行器空降下来的钻戒上：来自英国伦敦Moussaieff的珍贵珠宝，9.15克拉内外无瑕钻戒闪耀夺目。,汪峰向章子怡求婚的9.15克拉钻戒来自这里,求婚当晚汪峰别出心裁将戒指放在白色飞行器航模上，伴随着浪漫的音乐缓缓飞向子怡，亲友们将目光投向了飞行器空降下来的钻戒上：来自英国伦敦Moussaieff的珍贵珠宝，9.15克拉内外无瑕钻戒闪耀夺目。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011064891248476136
1246,2014年海南岛欢乐节将于12月12日——14日举行，主会场：海口。节日期间，海口A级景区和特色旅游点半价，文物景区免门票迎客，百家星级饭店和社会旅馆将推出延时退房、欢乐节套餐、房价折上折优惠，让市民乐享欢乐节,#欢乐节在海口#海口A级景区特色旅游点半价,2014年海南岛欢乐节将于12月12日——14日举行，主会场：海口。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010862721615727716
1247,北方沙尘暴来势汹汹，受其影响，申城污染指数持续攀升，晚上7时，全市平均首要污染物达到189微克/立方米，杨浦、卢湾、青浦等部分区域达到重度污染。不过好在明天空气质量就将转为优良，紧随其后的是又一轮降温和雨雪天气。,大风沙尘暴抵达上海部分地区重度污染,不过好在明天空气质量就将转为优良，紧随其后的是又一轮降温和雨雪天气。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,海南的美味小吃多种多样，可谓是一村一巷一美味。在儋州有一种小吃，更是让小伙伴们流连忘返，每每经过儋州那大必到小巷子里一饱口福。这种小吃叫猪肠馍！儋州最出名的猪肠馍当属海头的猪肠馍，做工细致口味独特。,儋州特色小吃：海头猪肠馍,在儋州有一种小吃，更是让小伙伴们流连忘返，每每经过儋州那大必到小巷子里一饱口福。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00913442366656447
1249,国家发改委9月18日根据《中华人民共和国反垄断法》，公布对12家日本汽车零部件和轴承企业行政处罚决定。12家企业除株式会社、日立汽车免行政处罚。其余企业合计罚款12.354亿元，为中国反垄断调查以来开出的最高金额罚单。,国家发改委对日本汽车零部件企业实施反垄断处罚,国家发改委9月18日根据《中华人民共和国反垄断法》，公布对12家日本汽车零部件和轴承企业行政处罚决定。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051283703648473455
1250,春节一过，3月的一大批白菜价机票来啦！上海至日韩航线上甚至放出了9元的超低价，加上昨天刚宣布，3月份国内航线燃油附加费将继续免征，3月将成为“有史以来票价最低的3月”。,3月机票白菜价上海飞日韩9元！,春节一过，3月的一大批白菜价机票来啦！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04131551591106297
1251,2014年海南金融博览会及收藏博览会将于11月21日—23日在海南国际会展中心拉开帷幕。“上千万的花梨精品”、“过千万元的稀世藏品——大清康熙豆彩龙凤盘”等一批稀世藏品将在展会展出，让市民一饱眼福。好奇？那就来看看呗……,上千万的花梨，你见过吗？,2014年海南金融博览会及收藏博览会将于11月21日—23日在海南国际会展中心拉开帷幕。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,人社部上月发布“全国企业退休人员基本养老金再提高10%”的消息。2月10日，列席省五届人大三次会议的省人力资源和社会保障厅厅长王焕明透露，我省企业退休人员养老金拟于今年一季度实现上调，迎来第11次上调。,海南企业人员养老金拟一季度上调调整方案已上报待批,人社部上月发布“全国企业退休人员基本养老金再提高10%”的消息。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01340082578177889
1253,他是物流公司装卸工，每月3000元的收入几乎全部寄回家中，晚上他却住在一个山洞里，外面是呼啸的北风、遍山的坟头，只有收音机相伴，而这么做，只是为省100元的房费。可为了让老家亲人放心，他称自己住宾馆……,男子月入3000元全寄回家穴居山洞却对家人称住宾馆,可为了让老家亲人放心，他称自己住宾馆…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015671287677272196
1254,“2014年中国技能大赛·海南省第二届家政服务技能大赛”新闻发布会暨启动仪式将于11月22日在海口举行。此次家政大赛，让更多人了解家政、认识家政、关心家政、选择家政。营造立足岗位成才，提高服务技能的良好氛围。,22日，与南海网一起看家政达人秀,此次家政大赛，让更多人了解家政、认识家政、关心家政、选择家政。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011451997463067555
1255,《2014新版中国内地美女城市排行榜》出炉后立刻引起热议。榜单中评出了大陆美女城市前20名，哈尔滨、重庆、成都列前3，上海仅排名20。不过此榜单的排行依据仅仅是女生的长相外貌，而不包括其他方面。你觉得这榜单“科学”吗？,2014新版内地美女城市排行榜：上海排名20,《2014新版中国内地美女城市排行榜》出炉后立刻引起热议。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195647514979229
1256,昨日，博鳌亚洲论坛2015年年会海南主题活动“海南风情美食园”在活动举办地博鳌召开现场办公会议。活动总负责沙建华、活动总指挥刘青山和任永昌分别对活动细节以及布展工作做了详细部署，并对各参与单位和企业关心问题一一作了解答。,海南风情美食园活动在博鳌举行现场办公会议,昨日，博鳌亚洲论坛2015年年会海南主题活动“海南风情美食园”在活动举办地博鳌召开现场办公会议。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11902001907030836
1257,周三，美国供应管理协会(ISM)公布的数据显示，美国11月ISM非制造业59.3，创8月以来最高，也是历史第四高，远超预期的57.5，前值57.1。绝大多数分项指数较上月攀升，但就业分项创四个月新低.,美国11月ISM非制造业59.3大幅超出预期,绝大多数分项指数较上月攀升，但就业分项创四个月新低.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012300686288463768
1258,一对年青夫妇历经三天两夜奔波，带着一名“陌生人家”患遗传眼疾的五岁半小女孩小雪来海口就诊。由于夫妇俩也非常喜欢这个可爱乐观的女孩，但叹惜她没有一对明亮的双眼。为小雪治眼病的想法在这对夫妇心底萌生。,爱心夫妻千里赴海南寻医只为“陌生女儿”,为小雪治眼病的想法在这对夫妇心底萌生。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01553712569276035
1259,2月28日，江西南昌的黄先生约了10年没有相见的好友徐先生在一家小餐馆饮酒叙旧。结账时两人因争抢买单发生言语冲突，徐先生拿椅子砸向黄先生，用手掐住他的脖子。经检查黄先生手臂骨折，门牙被打掉。买个单，要不要这么拼,好友10年未见酒后争抢买单大打出手1人骨折入院,经检查黄先生手臂骨折，门牙被打掉。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01571650849186369
1260,受西环铁路建设电力线路迁移改造影响，11月23日、29日海口电力供应将再次出现较大缺口，占海口最高负荷30%以上，达到I级严重缺电级别。海口多处地方停电，刚好周末，要约会的亲们选好地方！↓↓↓,11月23日、29日海口大部分地区停电,海口多处地方停电，刚好周末，要约会的亲们选好地方！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015718877363021206
1261,今年1月中旬突然失联的上海贝尔人力资源总监贾立宁日前确证已经身亡，春节前后，遗体在黄浦江周边的河道里被发现，贾立宁的就职单位上海贝尔称警方排除他杀可能。贾立宁身前曾通过微信曝出上海贝尔高管涉嫌存在贪腐及滥用职权的行为。,上海贝尔：失联人力资源总监确认身亡,今年1月中旬突然失联的上海贝尔人力资源总监贾立宁日前确证已经身亡，春节前后，遗体在黄浦江周边的河道里被发现，贾立宁的就职单位上海贝尔称警方排除他杀可能。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012287542170364497
